quote_id,quote_text,author,tags,source_url,text_length,original_text,normalized_text,tokens,filtered_tokens,lemmatized_tokens,stemmed_tokens,processed_text,original_char_count,processed_char_count,original_word_count,processed_word_count,bigrams,trigrams
23,"“If you judge people, you have no time to love them.”",Mother Teresa,attributed-no-source,https://quotes.toscrape.com/page/3/,53,"“If you judge people, you have no time to love them.”",if you judge people you have no time to love them,"['if', 'you', 'judge', 'people', 'you', 'have', 'no', 'time', 'to', 'love', 'them']","['judge', 'people', 'time', 'love']","['judge', 'people', 'time', 'love']","['judg', 'peopl', 'time', 'love']",judge people time love,53,22,11,4,"['judge people', 'people time', 'time love']","['judge people time', 'people time love']"
24,“Anyone who thinks sitting in church can make you a Christian must also think that sitting in a garage can make you a car.”,Garrison Keillor,"humor, religion",https://quotes.toscrape.com/page/3/,123,“Anyone who thinks sitting in church can make you a Christian must also think that sitting in a garage can make you a car.”,anyone who thinks sitting in church can make you a christian must also think that sitting in a garage can make you a car,"['anyone', 'who', 'thinks', 'sitting', 'in', 'church', 'can', 'make', 'you', 'a', 'christian', 'must', 'also', 'think', 'that', 'sitting', 'in', 'a', 'garage', 'can', 'make', 'you', 'a', 'car']","['anyone', 'thinks', 'sitting', 'church', 'make', 'christian', 'must', 'also', 'think', 'sitting', 'garage', 'make', 'car']","['anyone', 'think', 'sitting', 'church', 'make', 'christian', 'must', 'also', 'think', 'sitting', 'garage', 'make', 'car']","['anyon', 'think', 'sit', 'church', 'make', 'christian', 'must', 'also', 'think', 'sit', 'garag', 'make', 'car']",anyone think sitting church make christian must also think sitting garage make car,123,82,24,13,"['anyone think', 'think sitting', 'sitting church', 'church make', 'make christian', 'christian must', 'must also', 'also think', 'think sitting', 'sitting garage', 'garage make', 'make car']","['anyone think sitting', 'think sitting church', 'sitting church make', 'church make christian', 'make christian must', 'christian must also', 'must also think', 'also think sitting', 'think sitting garage', 'sitting garage make', 'garage make car']"
25,“Beauty is in the eye of the beholder and it may be necessary from time to time to give a stupid or misinformed beholder a black eye.”,Jim Henson,humor,https://quotes.toscrape.com/page/3/,134,“Beauty is in the eye of the beholder and it may be necessary from time to time to give a stupid or misinformed beholder a black eye.”,beauty is in the eye of the beholder and it may be necessary from time to time to give a stupid or misinformed beholder a black eye,"['beauty', 'is', 'in', 'the', 'eye', 'of', 'the', 'beholder', 'and', 'it', 'may', 'be', 'necessary', 'from', 'time', 'to', 'time', 'to', 'give', 'a', 'stupid', 'or', 'misinformed', 'beholder', 'a', 'black', 'eye']","['beauty', 'eye', 'beholder', 'may', 'necessary', 'time', 'time', 'give', 'stupid', 'misinformed', 'beholder', 'black', 'eye']","['beauty', 'eye', 'beholder', 'may', 'necessary', 'time', 'time', 'give', 'stupid', 'misinformed', 'beholder', 'black', 'eye']","['beauti', 'eye', 'behold', 'may', 'necessari', 'time', 'time', 'give', 'stupid', 'misinform', 'behold', 'black', 'eye']",beauty eye beholder may necessary time time give stupid misinformed beholder black eye,134,86,27,13,"['beauty eye', 'eye beholder', 'beholder may', 'may necessary', 'necessary time', 'time time', 'time give', 'give stupid', 'stupid misinformed', 'misinformed beholder', 'beholder black', 'black eye']","['beauty eye beholder', 'eye beholder may', 'beholder may necessary', 'may necessary time', 'necessary time time', 'time time give', 'time give stupid', 'give stupid misinformed', 'stupid misinformed beholder', 'misinformed beholder black', 'beholder black eye']"
26,"“Today you are You, that is truer than true. There is no one alive who is Youer than You.”",Dr. Seuss,"comedy, life, yourself",https://quotes.toscrape.com/page/3/,90,"“Today you are You, that is truer than true. There is no one alive who is Youer than You.”",today you are you that is truer than true there is no one alive who is youer than you,"['today', 'you', 'are', 'you', 'that', 'is', 'truer', 'than', 'true', 'there', 'is', 'no', 'one', 'alive', 'who', 'is', 'youer', 'than', 'you']","['today', 'truer', 'true', 'one', 'alive', 'youer']","['today', 'truer', 'true', 'one', 'alive', 'youer']","['today', 'truer', 'true', 'one', 'aliv', 'youer']",today truer true one alive youer,90,32,19,6,"['today truer', 'truer true', 'true one', 'one alive', 'alive youer']","['today truer true', 'truer true one', 'true one alive', 'one alive youer']"
27,"“If you want your children to be intelligent, read them fairy tales. If you want them to be more intelligent, read them more fairy tales.”",Albert Einstein,"children, fairy-tales",https://quotes.toscrape.com/page/3/,138,"“If you want your children to be intelligent, read them fairy tales. If you want them to be more intelligent, read them more fairy tales.”",if you want your children to be intelligent read them fairy tales if you want them to be more intelligent read them more fairy tales,"['if', 'you', 'want', 'your', 'children', 'to', 'be', 'intelligent', 'read', 'them', 'fairy', 'tales', 'if', 'you', 'want', 'them', 'to', 'be', 'more', 'intelligent', 'read', 'them', 'more', 'fairy', 'tales']","['want', 'children', 'intelligent', 'read', 'fairy', 'tales', 'want', 'intelligent', 'read', 'fairy', 'tales']","['want', 'child', 'intelligent', 'read', 'fairy', 'tale', 'want', 'intelligent', 'read', 'fairy', 'tale']","['want', 'children', 'intellig', 'read', 'fairi', 'tale', 'want', 'intellig', 'read', 'fairi', 'tale']",want child intelligent read fairy tale want intelligent read fairy tale,138,71,25,11,"['want child', 'child intelligent', 'intelligent read', 'read fairy', 'fairy tale', 'tale want', 'want intelligent', 'intelligent read', 'read fairy', 'fairy tale']","['want child intelligent', 'child intelligent read', 'intelligent read fairy', 'read fairy tale', 'fairy tale want', 'tale want intelligent', 'want intelligent read', 'intelligent read fairy', 'read fairy tale']"
28,"“It is impossible to live without failing at something, unless you live so cautiously that you might as well not have lived at all - in which case, you fail by default.”",J.K. Rowling,,https://quotes.toscrape.com/page/3/,169,"“It is impossible to live without failing at something, unless you live so cautiously that you might as well not have lived at all - in which case, you fail by default.”",it is impossible to live without failing at something unless you live so cautiously that you might as well not have lived at all in which case you fail by default,"['it', 'is', 'impossible', 'to', 'live', 'without', 'failing', 'at', 'something', 'unless', 'you', 'live', 'so', 'cautiously', 'that', 'you', 'might', 'as', 'well', 'not', 'have', 'lived', 'at', 'all', 'in', 'which', 'case', 'you', 'fail', 'by', 'default']","['impossible', 'live', 'without', 'failing', 'something', 'unless', 'live', 'cautiously', 'might', 'well', 'lived', 'case', 'fail', 'default']","['impossible', 'live', 'without', 'failing', 'something', 'unless', 'live', 'cautiously', 'might', 'well', 'lived', 'case', 'fail', 'default']","['imposs', 'live', 'without', 'fail', 'someth', 'unless', 'live', 'cautious', 'might', 'well', 'live', 'case', 'fail', 'default']",impossible live without failing something unless live cautiously might well lived case fail default,169,99,31,14,"['impossible live', 'live without', 'without failing', 'failing something', 'something unless', 'unless live', 'live cautiously', 'cautiously might', 'might well', 'well lived', 'lived case', 'case fail', 'fail default']","['impossible live without', 'live without failing', 'without failing something', 'failing something unless', 'something unless live', 'unless live cautiously', 'live cautiously might', 'cautiously might well', 'might well lived', 'well lived case', 'lived case fail', 'case fail default']"
29,“Logic will get you from A to Z; imagination will get you everywhere.”,Albert Einstein,imagination,https://quotes.toscrape.com/page/3/,70,“Logic will get you from A to Z; imagination will get you everywhere.”,logic will get you from a to z imagination will get you everywhere,"['logic', 'will', 'get', 'you', 'from', 'a', 'to', 'z', 'imagination', 'will', 'get', 'you', 'everywhere']","['logic', 'get', 'z', 'imagination', 'get', 'everywhere']","['logic', 'get', 'z', 'imagination', 'get', 'everywhere']","['logic', 'get', 'z', 'imagin', 'get', 'everywher']",logic get z imagination get everywhere,70,38,13,6,"['logic get', 'get z', 'z imagination', 'imagination get', 'get everywhere']","['logic get z', 'get z imagination', 'z imagination get', 'imagination get everywhere']"
30,"“One good thing about music, when it hits you, you feel no pain.”",Bob Marley,music,https://quotes.toscrape.com/page/3/,65,"“One good thing about music, when it hits you, you feel no pain.”",one good thing about music when it hits you you feel no pain,"['one', 'good', 'thing', 'about', 'music', 'when', 'it', 'hits', 'you', 'you', 'feel', 'no', 'pain']","['one', 'good', 'thing', 'music', 'hits', 'feel', 'pain']","['one', 'good', 'thing', 'music', 'hit', 'feel', 'pain']","['one', 'good', 'thing', 'music', 'hit', 'feel', 'pain']",one good thing music hit feel pain,65,34,13,7,"['one good', 'good thing', 'thing music', 'music hit', 'hit feel', 'feel pain']","['one good thing', 'good thing music', 'thing music hit', 'music hit feel', 'hit feel pain']"
31,"“The more that you read, the more things you will know. The more that you learn, the more places you'll go.”",Dr. Seuss,"learning, reading, seuss",https://quotes.toscrape.com/page/4/,108,"“The more that you read, the more things you will know. The more that you learn, the more places you'll go.”",the more that you read the more things you will know the more that you learn the more places youll go,"['the', 'more', 'that', 'you', 'read', 'the', 'more', 'things', 'you', 'will', 'know', 'the', 'more', 'that', 'you', 'learn', 'the', 'more', 'places', 'youll', 'go']","['read', 'things', 'know', 'learn', 'places', 'youll', 'go']","['read', 'thing', 'know', 'learn', 'place', 'youll', 'go']","['read', 'thing', 'know', 'learn', 'place', 'youll', 'go']",read thing know learn place youll go,108,36,21,7,"['read thing', 'thing know', 'know learn', 'learn place', 'place youll', 'youll go']","['read thing know', 'thing know learn', 'know learn place', 'learn place youll', 'place youll go']"
32,"“Of course it is happening inside your head, Harry, but why on earth should that mean that it is not real?”",J.K. Rowling,dumbledore,https://quotes.toscrape.com/page/4/,107,"“Of course it is happening inside your head, Harry, but why on earth should that mean that it is not real?”",of course it is happening inside your head harry but why on earth should that mean that it is not real,"['of', 'course', 'it', 'is', 'happening', 'inside', 'your', 'head', 'harry', 'but', 'why', 'on', 'earth', 'should', 'that', 'mean', 'that', 'it', 'is', 'not', 'real']","['course', 'happening', 'inside', 'head', 'harry', 'earth', 'mean', 'real']","['course', 'happening', 'inside', 'head', 'harry', 'earth', 'mean', 'real']","['cours', 'happen', 'insid', 'head', 'harri', 'earth', 'mean', 'real']",course happening inside head harry earth mean real,107,50,21,8,"['course happening', 'happening inside', 'inside head', 'head harry', 'harry earth', 'earth mean', 'mean real']","['course happening inside', 'happening inside head', 'inside head harry', 'head harry earth', 'harry earth mean', 'earth mean real']"
33,"“The truth is, everyone is going to hurt you. You just got to find the ones worth suffering for.”",Bob Marley,friendship,https://quotes.toscrape.com/page/4/,97,"“The truth is, everyone is going to hurt you. You just got to find the ones worth suffering for.”",the truth is everyone is going to hurt you you just got to find the ones worth suffering for,"['the', 'truth', 'is', 'everyone', 'is', 'going', 'to', 'hurt', 'you', 'you', 'just', 'got', 'to', 'find', 'the', 'ones', 'worth', 'suffering', 'for']","['truth', 'everyone', 'going', 'hurt', 'got', 'find', 'ones', 'worth', 'suffering']","['truth', 'everyone', 'going', 'hurt', 'got', 'find', 'one', 'worth', 'suffering']","['truth', 'everyon', 'go', 'hurt', 'got', 'find', 'one', 'worth', 'suffer']",truth everyone going hurt got find one worth suffering,97,54,19,9,"['truth everyone', 'everyone going', 'going hurt', 'hurt got', 'got find', 'find one', 'one worth', 'worth suffering']","['truth everyone going', 'everyone going hurt', 'going hurt got', 'hurt got find', 'got find one', 'find one worth', 'one worth suffering']"
34,“Not all of us can do great things. But we can do small things with great love.”,Mother Teresa,"misattributed-to-mother-teresa, paraphrased",https://quotes.toscrape.com/page/4/,80,“Not all of us can do great things. But we can do small things with great love.”,not all of us can do great things but we can do small things with great love,"['not', 'all', 'of', 'us', 'can', 'do', 'great', 'things', 'but', 'we', 'can', 'do', 'small', 'things', 'with', 'great', 'love']","['us', 'great', 'things', 'small', 'things', 'great', 'love']","['u', 'great', 'thing', 'small', 'thing', 'great', 'love']","['us', 'great', 'thing', 'small', 'thing', 'great', 'love']",u great thing small thing great love,80,36,17,7,"['u great', 'great thing', 'thing small', 'small thing', 'thing great', 'great love']","['u great thing', 'great thing small', 'thing small thing', 'small thing great', 'thing great love']"
35,"“To the well-organized mind, death is but the next great adventure.”",J.K. Rowling,"death, inspirational",https://quotes.toscrape.com/page/4/,68,"“To the well-organized mind, death is but the next great adventure.”",to the wellorganized mind death is but the next great adventure,"['to', 'the', 'wellorganized', 'mind', 'death', 'is', 'but', 'the', 'next', 'great', 'adventure']","['wellorganized', 'mind', 'death', 'next', 'great', 'adventure']","['wellorganized', 'mind', 'death', 'next', 'great', 'adventure']","['wellorgan', 'mind', 'death', 'next', 'great', 'adventur']",wellorganized mind death next great adventure,68,45,11,6,"['wellorganized mind', 'mind death', 'death next', 'next great', 'great adventure']","['wellorganized mind death', 'mind death next', 'death next great', 'next great adventure']"
36,“All you need is love. But a little chocolate now and then doesn't hurt.”,Charles M. Schulz,"chocolate, food, humor",https://quotes.toscrape.com/page/4/,73,“All you need is love. But a little chocolate now and then doesn't hurt.”,all you need is love but a little chocolate now and then doesnt hurt,"['all', 'you', 'need', 'is', 'love', 'but', 'a', 'little', 'chocolate', 'now', 'and', 'then', 'doesnt', 'hurt']","['need', 'love', 'little', 'chocolate', 'doesnt', 'hurt']","['need', 'love', 'little', 'chocolate', 'doesnt', 'hurt']","['need', 'love', 'littl', 'chocol', 'doesnt', 'hurt']",need love little chocolate doesnt hurt,73,38,14,6,"['need love', 'love little', 'little chocolate', 'chocolate doesnt', 'doesnt hurt']","['need love little', 'love little chocolate', 'little chocolate doesnt', 'chocolate doesnt hurt']"
37,“We read to know we're not alone.”,William Nicholson,"misattributed-to-c-s-lewis, reading",https://quotes.toscrape.com/page/4/,34,“We read to know we're not alone.”,we read to know were not alone,"['we', 'read', 'to', 'know', 'were', 'not', 'alone']","['read', 'know', 'alone']","['read', 'know', 'alone']","['read', 'know', 'alon']",read know alone,34,15,7,3,"['read know', 'know alone']",['read know alone']
38,“Any fool can know. The point is to understand.”,Albert Einstein,"knowledge, learning, understanding, wisdom",https://quotes.toscrape.com/page/4/,48,“Any fool can know. The point is to understand.”,any fool can know the point is to understand,"['any', 'fool', 'can', 'know', 'the', 'point', 'is', 'to', 'understand']","['fool', 'know', 'point', 'understand']","['fool', 'know', 'point', 'understand']","['fool', 'know', 'point', 'understand']",fool know point understand,48,26,9,4,"['fool know', 'know point', 'point understand']","['fool know point', 'know point understand']"
39,“I have always imagined that Paradise will be a kind of library.”,Jorge Luis Borges,"books, library",https://quotes.toscrape.com/page/4/,65,“I have always imagined that Paradise will be a kind of library.”,i have always imagined that paradise will be a kind of library,"['i', 'have', 'always', 'imagined', 'that', 'paradise', 'will', 'be', 'a', 'kind', 'of', 'library']","['always', 'imagined', 'paradise', 'kind', 'library']","['always', 'imagined', 'paradise', 'kind', 'library']","['alway', 'imagin', 'paradis', 'kind', 'librari']",always imagined paradise kind library,65,37,12,5,"['always imagined', 'imagined paradise', 'paradise kind', 'kind library']","['always imagined paradise', 'imagined paradise kind', 'paradise kind library']"
40,“It is never too late to be what you might have been.”,George Eliot,inspirational,https://quotes.toscrape.com/page/4/,54,“It is never too late to be what you might have been.”,it is never too late to be what you might have been,"['it', 'is', 'never', 'too', 'late', 'to', 'be', 'what', 'you', 'might', 'have', 'been']","['never', 'late', 'might']","['never', 'late', 'might']","['never', 'late', 'might']",never late might,54,16,12,3,"['never late', 'late might']",['never late might']
41,"“A reader lives a thousand lives before he dies, said Jojen. The man who never reads lives only one.”",George R.R. Martin,"read, readers, reading, reading-books",https://quotes.toscrape.com/page/5/,101,"“A reader lives a thousand lives before he dies, said Jojen. The man who never reads lives only one.”",a reader lives a thousand lives before he dies said jojen the man who never reads lives only one,"['a', 'reader', 'lives', 'a', 'thousand', 'lives', 'before', 'he', 'dies', 'said', 'jojen', 'the', 'man', 'who', 'never', 'reads', 'lives', 'only', 'one']","['reader', 'lives', 'thousand', 'lives', 'dies', 'said', 'jojen', 'man', 'never', 'reads', 'lives', 'one']","['reader', 'life', 'thousand', 'life', 'dy', 'said', 'jojen', 'man', 'never', 'read', 'life', 'one']","['reader', 'live', 'thousand', 'live', 'die', 'said', 'jojen', 'man', 'never', 'read', 'live', 'one']",reader life thousand life dy said jojen man never read life one,101,63,19,12,"['reader life', 'life thousand', 'thousand life', 'life dy', 'dy said', 'said jojen', 'jojen man', 'man never', 'never read', 'read life', 'life one']","['reader life thousand', 'life thousand life', 'thousand life dy', 'life dy said', 'dy said jojen', 'said jojen man', 'jojen man never', 'man never read', 'never read life', 'read life one']"
42,“You can never get a cup of tea large enough or a book long enough to suit me.”,C.S. Lewis,"books, inspirational, reading, tea",https://quotes.toscrape.com/page/5/,79,“You can never get a cup of tea large enough or a book long enough to suit me.”,you can never get a cup of tea large enough or a book long enough to suit me,"['you', 'can', 'never', 'get', 'a', 'cup', 'of', 'tea', 'large', 'enough', 'or', 'a', 'book', 'long', 'enough', 'to', 'suit', 'me']","['never', 'get', 'cup', 'tea', 'large', 'enough', 'book', 'long', 'enough', 'suit']","['never', 'get', 'cup', 'tea', 'large', 'enough', 'book', 'long', 'enough', 'suit']","['never', 'get', 'cup', 'tea', 'larg', 'enough', 'book', 'long', 'enough', 'suit']",never get cup tea large enough book long enough suit,79,52,18,10,"['never get', 'get cup', 'cup tea', 'tea large', 'large enough', 'enough book', 'book long', 'long enough', 'enough suit']","['never get cup', 'get cup tea', 'cup tea large', 'tea large enough', 'large enough book', 'enough book long', 'book long enough', 'long enough suit']"
43,“You believe lies so you eventually learn to trust no one but yourself.”,Marilyn Monroe,,https://quotes.toscrape.com/page/5/,72,“You believe lies so you eventually learn to trust no one but yourself.”,you believe lies so you eventually learn to trust no one but yourself,"['you', 'believe', 'lies', 'so', 'you', 'eventually', 'learn', 'to', 'trust', 'no', 'one', 'but', 'yourself']","['believe', 'lies', 'eventually', 'learn', 'trust', 'one']","['believe', 'lie', 'eventually', 'learn', 'trust', 'one']","['believ', 'lie', 'eventu', 'learn', 'trust', 'one']",believe lie eventually learn trust one,72,38,13,6,"['believe lie', 'lie eventually', 'eventually learn', 'learn trust', 'trust one']","['believe lie eventually', 'lie eventually learn', 'eventually learn trust', 'learn trust one']"
44,"“If you can make a woman laugh, you can make her do anything.”",Marilyn Monroe,"girls, love",https://quotes.toscrape.com/page/5/,62,"“If you can make a woman laugh, you can make her do anything.”",if you can make a woman laugh you can make her do anything,"['if', 'you', 'can', 'make', 'a', 'woman', 'laugh', 'you', 'can', 'make', 'her', 'do', 'anything']","['make', 'woman', 'laugh', 'make', 'anything']","['make', 'woman', 'laugh', 'make', 'anything']","['make', 'woman', 'laugh', 'make', 'anyth']",make woman laugh make anything,62,30,13,5,"['make woman', 'woman laugh', 'laugh make', 'make anything']","['make woman laugh', 'woman laugh make', 'laugh make anything']"
45,"“Life is like riding a bicycle. To keep your balance, you must keep moving.”",Albert Einstein,"life, simile",https://quotes.toscrape.com/page/5/,76,"“Life is like riding a bicycle. To keep your balance, you must keep moving.”",life is like riding a bicycle to keep your balance you must keep moving,"['life', 'is', 'like', 'riding', 'a', 'bicycle', 'to', 'keep', 'your', 'balance', 'you', 'must', 'keep', 'moving']","['life', 'like', 'riding', 'bicycle', 'keep', 'balance', 'must', 'keep', 'moving']","['life', 'like', 'riding', 'bicycle', 'keep', 'balance', 'must', 'keep', 'moving']","['life', 'like', 'ride', 'bicycl', 'keep', 'balanc', 'must', 'keep', 'move']",life like riding bicycle keep balance must keep moving,76,54,14,9,"['life like', 'like riding', 'riding bicycle', 'bicycle keep', 'keep balance', 'balance must', 'must keep', 'keep moving']","['life like riding', 'like riding bicycle', 'riding bicycle keep', 'bicycle keep balance', 'keep balance must', 'balance must keep', 'must keep moving']"
46,“The real lover is the man who can thrill you by kissing your forehead or smiling into your eyes or just staring into space.”,Marilyn Monroe,love,https://quotes.toscrape.com/page/5/,125,“The real lover is the man who can thrill you by kissing your forehead or smiling into your eyes or just staring into space.”,the real lover is the man who can thrill you by kissing your forehead or smiling into your eyes or just staring into space,"['the', 'real', 'lover', 'is', 'the', 'man', 'who', 'can', 'thrill', 'you', 'by', 'kissing', 'your', 'forehead', 'or', 'smiling', 'into', 'your', 'eyes', 'or', 'just', 'staring', 'into', 'space']","['real', 'lover', 'man', 'thrill', 'kissing', 'forehead', 'smiling', 'eyes', 'staring', 'space']","['real', 'lover', 'man', 'thrill', 'kissing', 'forehead', 'smiling', 'eye', 'staring', 'space']","['real', 'lover', 'man', 'thrill', 'kiss', 'forehead', 'smile', 'eye', 'stare', 'space']",real lover man thrill kissing forehead smiling eye staring space,125,64,24,10,"['real lover', 'lover man', 'man thrill', 'thrill kissing', 'kissing forehead', 'forehead smiling', 'smiling eye', 'eye staring', 'staring space']","['real lover man', 'lover man thrill', 'man thrill kissing', 'thrill kissing forehead', 'kissing forehead smiling', 'forehead smiling eye', 'smiling eye staring', 'eye staring space']"
47,"“A wise girl kisses but doesn't love, listens but doesn't believe, and leaves before she is left.”",Marilyn Monroe,attributed-no-source,https://quotes.toscrape.com/page/5/,98,"“A wise girl kisses but doesn't love, listens but doesn't believe, and leaves before she is left.”",a wise girl kisses but doesnt love listens but doesnt believe and leaves before she is left,"['a', 'wise', 'girl', 'kisses', 'but', 'doesnt', 'love', 'listens', 'but', 'doesnt', 'believe', 'and', 'leaves', 'before', 'she', 'is', 'left']","['wise', 'girl', 'kisses', 'doesnt', 'love', 'listens', 'doesnt', 'believe', 'leaves', 'left']","['wise', 'girl', 'kiss', 'doesnt', 'love', 'listens', 'doesnt', 'believe', 'leaf', 'left']","['wise', 'girl', 'kiss', 'doesnt', 'love', 'listen', 'doesnt', 'believ', 'leav', 'left']",wise girl kiss doesnt love listens doesnt believe leaf left,98,59,17,10,"['wise girl', 'girl kiss', 'kiss doesnt', 'doesnt love', 'love listens', 'listens doesnt', 'doesnt believe', 'believe leaf', 'leaf left']","['wise girl kiss', 'girl kiss doesnt', 'kiss doesnt love', 'doesnt love listens', 'love listens doesnt', 'listens doesnt believe', 'doesnt believe leaf', 'believe leaf left']"
48,“Only in the darkness can you see the stars.”,Martin Luther King Jr.,"hope, inspirational",https://quotes.toscrape.com/page/5/,45,“Only in the darkness can you see the stars.”,only in the darkness can you see the stars,"['only', 'in', 'the', 'darkness', 'can', 'you', 'see', 'the', 'stars']","['darkness', 'see', 'stars']","['darkness', 'see', 'star']","['dark', 'see', 'star']",darkness see star,45,17,9,3,"['darkness see', 'see star']",['darkness see star']
49,"“It matters not what someone is born, but what they grow to be.”",J.K. Rowling,dumbledore,https://quotes.toscrape.com/page/5/,64,"“It matters not what someone is born, but what they grow to be.”",it matters not what someone is born but what they grow to be,"['it', 'matters', 'not', 'what', 'someone', 'is', 'born', 'but', 'what', 'they', 'grow', 'to', 'be']","['matters', 'someone', 'born', 'grow']","['matter', 'someone', 'born', 'grow']","['matter', 'someon', 'born', 'grow']",matter someone born grow,64,24,13,4,"['matter someone', 'someone born', 'born grow']","['matter someone born', 'someone born grow']"
50,"“Love does not begin and end the way we seem to think it does. Love is a battle, love is a war; love is a growing up.”",James Baldwin,love,https://quotes.toscrape.com/page/5/,118,"“Love does not begin and end the way we seem to think it does. Love is a battle, love is a war; love is a growing up.”",love does not begin and end the way we seem to think it does love is a battle love is a war love is a growing up,"['love', 'does', 'not', 'begin', 'and', 'end', 'the', 'way', 'we', 'seem', 'to', 'think', 'it', 'does', 'love', 'is', 'a', 'battle', 'love', 'is', 'a', 'war', 'love', 'is', 'a', 'growing', 'up']","['love', 'begin', 'end', 'way', 'seem', 'think', 'love', 'battle', 'love', 'war', 'love', 'growing']","['love', 'begin', 'end', 'way', 'seem', 'think', 'love', 'battle', 'love', 'war', 'love', 'growing']","['love', 'begin', 'end', 'way', 'seem', 'think', 'love', 'battl', 'love', 'war', 'love', 'grow']",love begin end way seem think love battle love war love growing,118,63,27,12,"['love begin', 'begin end', 'end way', 'way seem', 'seem think', 'think love', 'love battle', 'battle love', 'love war', 'war love', 'love growing']","['love begin end', 'begin end way', 'end way seem', 'way seem think', 'seem think love', 'think love battle', 'love battle love', 'battle love war', 'love war love', 'war love growing']"
51,"“There is nothing I would not do for those who are really my friends. I have no notion of loving people by halves, it is not my nature.”",Jane Austen,"friendship, love",https://quotes.toscrape.com/page/6/,136,"“There is nothing I would not do for those who are really my friends. I have no notion of loving people by halves, it is not my nature.”",there is nothing i would not do for those who are really my friends i have no notion of loving people by halves it is not my nature,"['there', 'is', 'nothing', 'i', 'would', 'not', 'do', 'for', 'those', 'who', 'are', 'really', 'my', 'friends', 'i', 'have', 'no', 'notion', 'of', 'loving', 'people', 'by', 'halves', 'it', 'is', 'not', 'my', 'nature']","['nothing', 'would', 'really', 'friends', 'notion', 'loving', 'people', 'halves', 'nature']","['nothing', 'would', 'really', 'friend', 'notion', 'loving', 'people', 'half', 'nature']","['noth', 'would', 'realli', 'friend', 'notion', 'love', 'peopl', 'halv', 'natur']",nothing would really friend notion loving people half nature,136,60,28,9,"['nothing would', 'would really', 'really friend', 'friend notion', 'notion loving', 'loving people', 'people half', 'half nature']","['nothing would really', 'would really friend', 'really friend notion', 'friend notion loving', 'notion loving people', 'loving people half', 'people half nature']"
52,“Do one thing every day that scares you.”,Eleanor Roosevelt,"attributed, fear, inspiration",https://quotes.toscrape.com/page/6/,41,“Do one thing every day that scares you.”,do one thing every day that scares you,"['do', 'one', 'thing', 'every', 'day', 'that', 'scares', 'you']","['one', 'thing', 'every', 'day', 'scares']","['one', 'thing', 'every', 'day', 'scare']","['one', 'thing', 'everi', 'day', 'scare']",one thing every day scare,41,25,8,5,"['one thing', 'thing every', 'every day', 'day scare']","['one thing every', 'thing every day', 'every day scare']"
53,"“I am good, but not an angel. I do sin, but I am not the devil. I am just a small girl in a big world trying to find someone to love.”",Marilyn Monroe,attributed-no-source,https://quotes.toscrape.com/page/6/,134,"“I am good, but not an angel. I do sin, but I am not the devil. I am just a small girl in a big world trying to find someone to love.”",i am good but not an angel i do sin but i am not the devil i am just a small girl in a big world trying to find someone to love,"['i', 'am', 'good', 'but', 'not', 'an', 'angel', 'i', 'do', 'sin', 'but', 'i', 'am', 'not', 'the', 'devil', 'i', 'am', 'just', 'a', 'small', 'girl', 'in', 'a', 'big', 'world', 'trying', 'to', 'find', 'someone', 'to', 'love']","['good', 'angel', 'sin', 'devil', 'small', 'girl', 'big', 'world', 'trying', 'find', 'someone', 'love']","['good', 'angel', 'sin', 'devil', 'small', 'girl', 'big', 'world', 'trying', 'find', 'someone', 'love']","['good', 'angel', 'sin', 'devil', 'small', 'girl', 'big', 'world', 'tri', 'find', 'someon', 'love']",good angel sin devil small girl big world trying find someone love,134,66,32,12,"['good angel', 'angel sin', 'sin devil', 'devil small', 'small girl', 'girl big', 'big world', 'world trying', 'trying find', 'find someone', 'someone love']","['good angel sin', 'angel sin devil', 'sin devil small', 'devil small girl', 'small girl big', 'girl big world', 'big world trying', 'world trying find', 'trying find someone', 'find someone love']"
54,"“If I were not a physicist, I would probably be a musician. I often think in music. I live my daydreams in music. I see my life in terms of music.”",Albert Einstein,music,https://quotes.toscrape.com/page/6/,147,"“If I were not a physicist, I would probably be a musician. I often think in music. I live my daydreams in music. I see my life in terms of music.”",if i were not a physicist i would probably be a musician i often think in music i live my daydreams in music i see my life in terms of music,"['if', 'i', 'were', 'not', 'a', 'physicist', 'i', 'would', 'probably', 'be', 'a', 'musician', 'i', 'often', 'think', 'in', 'music', 'i', 'live', 'my', 'daydreams', 'in', 'music', 'i', 'see', 'my', 'life', 'in', 'terms', 'of', 'music']","['physicist', 'would', 'probably', 'musician', 'often', 'think', 'music', 'live', 'daydreams', 'music', 'see', 'life', 'terms', 'music']","['physicist', 'would', 'probably', 'musician', 'often', 'think', 'music', 'live', 'daydream', 'music', 'see', 'life', 'term', 'music']","['physicist', 'would', 'probabl', 'musician', 'often', 'think', 'music', 'live', 'daydream', 'music', 'see', 'life', 'term', 'music']",physicist would probably musician often think music live daydream music see life term music,147,91,31,14,"['physicist would', 'would probably', 'probably musician', 'musician often', 'often think', 'think music', 'music live', 'live daydream', 'daydream music', 'music see', 'see life', 'life term', 'term music']","['physicist would probably', 'would probably musician', 'probably musician often', 'musician often think', 'often think music', 'think music live', 'music live daydream', 'live daydream music', 'daydream music see', 'music see life', 'see life term', 'life term music']"
